Senator,Party,Organization,Total,PACs,Individuals
"Lankford, James",(R),Goldman Sachs,19500,18500,1000
"Lankford, James",(R),Hanor Co,19500,0,19500
"Lankford, James",(R),Air Line Pilots Assn,19000,19000,0
"Lankford, James",(R),General Dynamics,19000,19000,0
"Lankford, James",(R),Walmart Inc,18890,18500,390
"Lankford, James",(R),Williams & Jensen,18883,1000,17883
"Lankford, James",(R),Marathon Petroleum,18500,18500,0
"Lankford, James",(R),American Seniors Housing Assn,17500,17500,0
"Lankford, James",(R),Deloitte LLP,17500,17500,0
"Lankford, James",(R),Pinnacle West Capital,17000,17000,0
"Lankford, James",(R),Oklahoma Heart Hospital,16959,0,16959
"Lankford, James",(R),Elmbrook Management,16400,0,16400
"Lankford, James",(R),Gaming Capital Group,16200,0,16200
"Lankford, James",(R),Hall Capital Partners,16200,0,16200
"Lankford, James",(R),Legacy Bank,16200,0,16200
"Lankford, James",(R),Action Safety Supply,16050,0,16050
"Lankford, James",(R),Aircraft Owners & Pilots Assn,16000,16000,0
"Lankford, James",(R),American Airlines,16000,15000,1000
"Lankford, James",(R),Enterprise Holdings,16000,16000,0
"Lankford, James",(R),Spirit Aerosystems,16000,16000,0
"Lankford, James",(R),OGE Energy,15550,9100,6450
"Lankford, James",(R),Free State PAC,15000,15000,0
"Lankford, James",(R),Mortgage Bankers Assn,15000,15000,0
"Lankford, James",(R),UBS Americas,15000,15000,0
"Lankford, James",(R),American Fidelity Corp,14520,7400,7120
"Lankford, James",(R),Altria Group,14500,14500,0
"Lankford, James",(R),American Dental Assn,14500,14500,0
"Lankford, James",(R),Grant Thornton LLP,14500,14500,0
"Lankford, James",(R),JPMorgan Chase & Co,14500,14000,500
"Lankford, James",(R),NextEra Energy,14000,14000,0
"Lankford, James",(R),Bluescape Resources,13800,0,13800
"Lankford, James",(R),American Institute of CPAs,13500,13500,0
"Lankford, James",(R),Siemens Corp,13250,8750,4500
"Lankford, James",(R),Boesch & Co,12850,0,12850
"Lankford, James",(R),Exxon Mobil,12775,12500,275
"Lankford, James",(R),Arkansas for Leadership,12500,12500,0
"Lankford, James",(R),Google Inc,12500,12500,0
"Lankford, James",(R),Peter Norbeck Leadership PAC,12500,12500,0
"Lankford, James",(R),Shakopee Mdewakanton Sioux Community,12100,0,12100
"Lankford, James",(R),American Health Care Assn,12000,12000,0
"Lankford, James",(R),Federal Aviation Admin Managers Assn,12000,12000,0
"Lankford, James",(R),Melton Truck Lines,12000,0,12000
"Lankford, James",(R),National Roofing Contractors Assn,12000,12000,0
"Lankford, James",(R),Arrow Oil & Gas,11700,0,11700
"Lankford, James",(R),BP,11500,11500,0
"Lankford, James",(R),General Motors,11500,10000,1500
"Lankford, James",(R),Leidos Inc,11500,11500,0
"Lankford, James",(R),Seaboard Corp,11500,11500,0
"Lankford, James",(R),Harrison Gypsum,11400,0,11400
"Lankford, James",(R),Chesapeake Energy,11325,10000,1325
"Lankford, James",(R),Blackstone Group,11200,0,11200
"Lankford, James",(R),Capital Group Companies,11200,4500,6700
"Lankford, James",(R),Huntington Ingalls Industries,11000,11000,0
"Lankford, James",(R),Friess Assoc,10800,0,10800
"Lankford, James",(R),Heritage Foundation,10800,0,10800
"Lankford, James",(R),Mathis Brothers Furniture,10800,0,10800
"Lankford, James",(R),Midfirst Bank,10800,0,10800
"Leahy, Patrick",(D),Lockheed Martin,93373,27500,65873
"Leahy, Patrick",(D),Boeing Co,88218,47500,40718
"Leahy, Patrick",(D),Law Offices of Peter G Angelos,71400,0,71400
"Leahy, Patrick",(D),Comcast Corp,65235,38500,26735
"Leahy, Patrick",(D),Microsoft Corp,63500,35000,28500
"Leahy, Patrick",(D),"Akin, Gump et al",56950,8825,48125
"Leahy, Patrick",(D),Google Inc,51629,40500,11129
"Leahy, Patrick",(D),Girardi & Keese,51000,0,51000
"Leahy, Patrick",(D),General Dynamics,50838,43000,7838
"Leahy, Patrick",(D),Burton Snowboards,50800,0,50800
"Leahy, Patrick",(D),DISH Network,49500,20500,29000
"Leahy, Patrick",(D),AT&T Inc,48337,35500,12837
"Leahy, Patrick",(D),"Cotchett, Pitre & McCarthy",47400,0,47400
"Leahy, Patrick",(D),MacAndrews & Forbes,46400,25000,21400
"Leahy, Patrick",(D),JStreetPAC,44168,3750,40418
"Leahy, Patrick",(D),National Assn of Broadcasters,41350,35000,6350
"Leahy, Patrick",(D),Deloitte LLP,40000,40000,0
"Leahy, Patrick",(D),American Assn for Justice,39000,39000,0
"Leahy, Patrick",(D),Walt Disney Co,37770,20000,17770
"Leahy, Patrick",(D),National Beer Wholesalers Assn,37500,37500,0
"Leahy, Patrick",(D),Honeywell International,36500,36500,0
"Leahy, Patrick",(D),NCTA The Internet & Television Assn,35500,35500,0
"Leahy, Patrick",(D),WilmerHale Llp,34222,0,34222
"Leahy, Patrick",(D),Northrop Grumman,34102,34000,102
"Leahy, Patrick",(D),Laborers Union,33500,33500,0
"Leahy, Patrick",(D),"Sheet Metal, Air, Rail & Transportation Union",33000,33000,0
"Leahy, Patrick",(D),Pfizer Inc,31000,31000,0
"Leahy, Patrick",(D),Duberstein Group,30700,0,30700
"Leahy, Patrick",(D),American Federation of State/Cnty/Munic Employees,30500,30500,0
"Leahy, Patrick",(D),International Brotherhood of Electrical Workers,30000,30000,0
"Leahy, Patrick",(D),Wine & Spirits Wholesalers of America,30000,30000,0
"Leahy, Patrick",(D),"Skadden, Arps et al",29865,0,29865
"Leahy, Patrick",(D),American Institute of CPAs,29500,29500,0
"Leahy, Patrick",(D),Huntington Ingalls Industries,29000,29000,0
"Leahy, Patrick",(D),National Fraternal Order of Police,27500,27500,0
"Leahy, Patrick",(D),Verizon Communications,27013,23500,3513
"Leahy, Patrick",(D),RTX Corp,25838,24500,1338
"Leahy, Patrick",(D),Soros Fund Management,25400,0,25400
"Leahy, Patrick",(D),Putala Strategies,24900,0,24900
"Leahy, Patrick",(D),Major League Baseball Commissioner's Ofc,24000,24000,0
"Leahy, Patrick",(D),Mortgage Bankers Assn,23000,22500,500
"Leahy, Patrick",(D),Bergman Draper Oslund,22900,0,22900
"Leahy, Patrick",(D),Directors Guild of America,22500,17500,5000
"Leahy, Patrick",(D),Van Scoyoc Assoc,21872,1459,20413
"Leahy, Patrick",(D),DreamWorks SKG,21700,0,21700
"Leahy, Patrick",(D),Newpage Corp,21150,0,21150
"Leahy, Patrick",(D),Franklin Square Group,20800,0,20800
"Leahy, Patrick",(D),Venable LLP,20600,5500,15100
"Leahy, Patrick",(D),Institute of International Education,20225,0,20225
"Leahy, Patrick",(D),Common Ground PAC,20000,20000,0
"Leahy, Patrick",(D),GE Aerospace,20000,20000,0
"Leahy, Patrick",(D),Summit Foundation,19550,0,19550
"Leahy, Patrick",(D),General Electric,19500,15500,4000
"Leahy, Patrick",(D),iHeartMedia Inc,19500,19500,0
"Leahy, Patrick",(D),AFLAC Inc,19000,19000,0
"Leahy, Patrick",(D),National Assn of Realtors,19000,19000,0
"Leahy, Patrick",(D),Children's Research & Education Institute,18700,0,18700
"Leahy, Patrick",(D),National Amusements Inc,18650,12000,6650
"Leahy, Patrick",(D),DLA Piper,18503,13500,5003
"Leahy, Patrick",(D),Falconwood Corp,18300,0,18300
"Leahy, Patrick",(D),Holland & Knight,18100,16000,2100
"Leahy, Patrick",(D),Facebook Inc,17902,11500,6402
"Leahy, Patrick",(D),Proskauer Rose,17900,0,17900
"Leahy, Patrick",(D),Amazon.com,17720,14500,3220
"Leahy, Patrick",(D),International Assn of Fire Fighters,17500,17500,0
"Leahy, Patrick",(D),Sony Corp,17185,10000,7185
"Leahy, Patrick",(D),Alston & Bird,17000,14250,2750
"Leahy, Patrick",(D),Merck & Co,17000,17000,0
"Leahy, Patrick",(D),National Air Traffic Controllers Assn,17000,17000,0
"Leahy, Patrick",(D),Main Street Landing,16500,0,16500
"Leahy, Patrick",(D),Woodbranch Investments,16200,0,16200
"Leahy, Patrick",(D),Vail Resorts,16000,16000,0
"Leahy, Patrick",(D),Polsinelli PC,15750,12000,3750
"Leahy, Patrick",(D),Bank of America,15578,15000,578
"Leahy, Patrick",(D),Bill & Melinda Gates Foundation,15500,0,15500
"Leahy, Patrick",(D),Manzanita Capital,15400,0,15400
"Leahy, Patrick",(D),Podesta Group,15300,0,15300
"Leahy, Patrick",(D),Vietnam Assistance,15200,0,15200
"Leahy, Patrick",(D),America Works,15000,15000,0
"Leahy, Patrick",(D),American Crystal Sugar,15000,15000,0
"Leahy, Patrick",(D),American Hotel & Lodging Assn,15000,15000,0
"Leahy, Patrick",(D),Ej Global LLC,15000,0,15000
"Leahy, Patrick",(D),Follow the North Star Fund,15000,15000,0
"Leahy, Patrick",(D),Forward Together PAC,15000,15000,0
"Leahy, Patrick",(D),General Atomics,15000,15000,0
"Leahy, Patrick",(D),Hawaii PAC,15000,15000,0
"Leahy, Patrick",(D),Home Depot,15000,15000,0
"Leahy, Patrick",(D),Ironworkers Union,15000,15000,0
"Leahy, Patrick",(D),Keystone America PAC,15000,15000,0
"Leahy, Patrick",(D),Oceans PAC,15000,15000,0
"Leahy, Patrick",(D),Union Pacific Corp,15000,15000,0
"Leahy, Patrick",(D),Victory Now PAC,15000,15000,0
"Leahy, Patrick",(D),Bayer Corp,14136,9500,4636
"Leahy, Patrick",(D),Universal Music Group,13500,6500,7000
"Leahy, Patrick",(D),US Travel Assn,13500,13500,0
"Leahy, Patrick",(D),American Dental Assn,12500,12500,0
"Leahy, Patrick",(D),Baker & Hostetler,12500,10000,2500
"Leahy, Patrick",(D),Kaminsky Putala Public Relations,12400,0,12400
"Leahy, Patrick",(D),Greenberg Traurig LLP,12250,9500,2750
"Leahy, Patrick",(D),King & Spalding,12250,7000,5250
"Lee, Mike",(R),Club for Growth,352132,0,352132
"Lee, Mike",(R),Senate Conservatives Fund,162507,5500,157007
"Lee, Mike",(R),Kirkham Motorsports,111200,0,111200
"Lee, Mike",(R),"Pachulski, Stang et al",87400,0,87400
"Lee, Mike",(R),Sullivan & Cromwell,82191,0,82191
"Lee, Mike",(R),Uline Inc,78800,0,78800
"Lee, Mike",(R),Charter Communications,77400,44000,33400
"Lee, Mike",(R),Edge Creek,76600,0,76600
"Lee, Mike",(R),Microsoft Corp,67450,38000,29450
"Lee, Mike",(R),Gallery Furniture,64800,0,64800
"Lee, Mike",(R),Arizona Diamondbacks/Datatel Inc,54000,0,54000
"Lee, Mike",(R),Braman Motorcars,52000,0,52000
"Lee, Mike",(R),Comcast Corp,51600,28500,23100
"Lee, Mike",(R),KKR & Co,50360,13000,37360
"Lee, Mike",(R),Baker Hughes Inc,45900,0,45900
"Lee, Mike",(R),Cinemark USA,45800,0,45800
"Lee, Mike",(R),AT&T Inc,45050,45000,50
"Lee, Mike",(R),Ocean Star International,43200,0,43200
"Lee, Mike",(R),NorPAC,42800,0,42800
"Lee, Mike",(R),Humanscale Corp,37800,0,37800
"Lee, Mike",(R),Union Pacific Corp,37500,37500,0
"Lee, Mike",(R),Jedfam Group,37000,0,37000
"Lee, Mike",(R),CSX Corp,35000,35000,0
"Lee, Mike",(R),GEO Group,35000,15000,20000
"Lee, Mike",(R),National Assn of Broadcasters,34500,34500,0
"Lee, Mike",(R),Alphabet Inc,32700,13500,19200
"Lee, Mike",(R),New Vernon Capital,32400,0,32400
"Lee, Mike",(R),Platte River Ventures,32400,0,32400
"Lee, Mike",(R),Mary Kay Inc,32000,0,32000
"Lee, Mike",(R),Northrop Grumman,31550,29000,2550
"Lee, Mike",(R),Stewart & Stevenson,31200,0,31200
"Lee, Mike",(R),iHeartMedia Inc,30500,30500,0
"Lee, Mike",(R),Norfolk Southern,30000,30000,0
"Lee, Mike",(R),Baylor University,29700,0,29700
"Lee, Mike",(R),Sequoia Capital,29700,0,29700
"Lee, Mike",(R),Richard Collins Enterprises,29500,0,29500
"Lee, Mike",(R),Kirkland & Ellis,29400,0,29400
"Lee, Mike",(R),Yelp Inc,28700,10000,18700
"Lee, Mike",(R),National Beer Wholesalers Assn,28500,28500,0
"Lee, Mike",(R),NCTA The Internet & Television Assn,28000,28000,0
"Lee, Mike",(R),Berkshire Hathaway,27913,27500,413
"Lee, Mike",(R),Deason Capital Services,27000,0,27000
"Lee, Mike",(R),Golden Age Farm,26500,0,26500
"Lee, Mike",(R),AG Hill Partners,26400,0,26400
"Lee, Mike",(R),Tennessee Industrial Electronics,26400,0,26400
"Lee, Mike",(R),Cigna Corp,26000,25000,1000
"Lee, Mike",(R),Koch Inc,25800,15000,10800
"Lee, Mike",(R),Um Holdings,25800,0,25800
"Lee, Mike",(R),Gelclen Keller Capital,24300,0,24300
"Lee, Mike",(R),Sinclair Companies,23900,0,23900
"Lee, Mike",(R),Chevron Corp,22875,10000,12875
"Lee, Mike",(R),"Brownstein, Hyatt et al",22500,6500,16000
"Lee, Mike",(R),Arizona Diamondbacks,21600,0,21600
"Lee, Mike",(R),Chandler Management,21600,0,21600
"Lee, Mike",(R),Rayes Inc,21600,0,21600
"Lee, Mike",(R),Traditum Group,21600,0,21600
"Lee, Mike",(R),LPL Investment Group,21200,0,21200
"Lee, Mike",(R),Prescott Investors,21200,0,21200
"Lee, Mike",(R),T-Mobile USA,21000,21000,0
"Lee, Mike",(R),Doterra International,20500,0,20500
"Lee, Mike",(R),Peck Madigan Jones,20200,0,20200
"Lee, Mike",(R),Amazon.com,20027,20000,27
"Lee, Mike",(R),Ariel Corp,20000,0,20000
"Lee, Mike",(R),McAllen Anesthesia Consultants,20000,0,20000
"Lee, Mike",(R),Yacktman Asset Management,20000,0,20000
"Lee, Mike",(R),Medquest Pharmacy,19800,0,19800
"Lee, Mike",(R),First Republic Bank,18900,0,18900
"Lee, Mike",(R),Delta Air Lines,18500,18500,0
"Lee, Mike",(R),Broe Group,18200,0,18200
"Lee, Mike",(R),Dutko Grayling,18100,0,18100
"Lee, Mike",(R),Riordan & McKinzie,18100,0,18100
"Lee, Mike",(R),Sidley Austin LLP,18100,5000,13100
"Lee, Mike",(R),American Bankers Assn,18000,18000,0
"Lee, Mike",(R),Andrews Kurth Kenyon LLP,17700,0,17700
"Lee, Mike",(R),American Dental Assn,17500,17500,0
"Lee, Mike",(R),American Institute of CPAs,17500,17500,0
"Lee, Mike",(R),Koch Industries,17500,17500,0
"Lee, Mike",(R),National Assn of Realtors,17500,17500,0
"Lee, Mike",(R),Valero Energy,17500,17500,0
"Lee, Mike",(R),PricewaterhouseCoopers,17000,13000,4000
"Lee, Mike",(R),Blackstone Group,16800,0,16800
"Lee, Mike",(R),Bernard Marcus Family Foundation,16200,0,16200
"Lee, Mike",(R),Crow Holdings,16200,0,16200
"Lee, Mike",(R),Enterprise Group,16200,0,16200
"Lee, Mike",(R),Fast Food Systems,16200,0,16200
"Lee, Mike",(R),GCG Partners,16200,0,16200
"Lee, Mike",(R),Glendon Todd Capital,16200,0,16200
"Lee, Mike",(R),Heavy Construction Systems Specialists,16200,0,16200
"Lee, Mike",(R),Inventory Management,16200,0,16200
"Lee, Mike",(R),Israel Analytics Consulting,16200,0,16200
"Lee, Mike",(R),MTV Networks,16200,0,16200
"Lee, Mike",(R),Postmates,16200,0,16200
"Lee, Mike",(R),Route One Investment,16200,0,16200
"Lee, Mike",(R),Wayne Minor Motor Sports,16200,0,16200
"Lee, Mike",(R),Woodvine Group,16200,0,16200
"Lee, Mike",(R),Walt Disney Co,16010,16000,10
"Lee, Mike",(R),Nu Skin Enterprises,16000,5000,11000
"Lee, Mike",(R),Shields & Co,16000,0,16000
"Lee, Mike",(R),Paul Rogers & Assoc,15750,0,15750
"Lee, Mike",(R),Headwaters Inc,15400,5000,10400
"Lujan, Ben Ray",(D),Democracy Engine,75268,0,75268
"Lujan, Ben Ray",(D),Votesane PAC,65500,0,65500
"Lujan, Ben Ray",(D),Democratic Senatorial Campaign Cmte,49600,49600,0
"Lujan, Ben Ray",(D),National Assn of Broadcasters,39600,15000,24600
"Lujan, Ben Ray",(D),University of New Mexico,35555,0,35555
"Lujan, Ben Ray",(D),Comcast Corp,34709,5000,29709
"Lujan, Ben Ray",(D),University of California,27093,0,27093
"Lujan, Ben Ray",(D),Alphabet Inc,26763,9000,17763
"Lujan, Ben Ray",(D),University of Southern California,26100,0,26100
"Lujan, Ben Ray",(D),Digidems PAC,24343,1943,22400
"Lujan, Ben Ray",(D),Centerbridge Partners,23400,0,23400
"Lujan, Ben Ray",(D),National Assn of Realtors,23177,19999,3178
"Lujan, Ben Ray",(D),"Akin, Gump et al",22067,5000,17067
"Lujan, Ben Ray",(D),End Citizens United,21250,10000,11250
"Lujan, Ben Ray",(D),NextEra Energy,20895,0,20895
"Lujan, Ben Ray",(D),Air Line Pilots Assn,20010,20000,10
"Lujan, Ben Ray",(D),"Kleiner, Perkins et al",19700,0,19700
"Lujan, Ben Ray",(D),National Education Assn,19644,19000,644
"Lujan, Ben Ray",(D),AT&T Inc,18590,6000,12590
"Lujan, Ben Ray",(D),Fresenius Medical Care,18530,0,18530
"Lujan, Ben Ray",(D),United for A Strong America,18200,7000,11200
"Lujan, Ben Ray",(D),US Dept of Energy,18092,0,18092
"Lujan, Ben Ray",(D),State of New Mexico,17154,0,17154
"Lujan, Ben Ray",(D),Medquest Pharmacy,16814,0,16814
"Lujan, Ben Ray",(D),Bain Capital,16800,0,16800
"Lujan, Ben Ray",(D),Home Depot,16763,15000,1763
"Lujan, Ben Ray",(D),Anywhere Real Estate,15700,0,15700
"Lujan, Ben Ray",(D),Pechanga Band of Luiseno Mission Indians,15608,0,15608
"Lujan, Ben Ray",(D),L&F Distributors,15600,0,15600
"Lujan, Ben Ray",(D),Yocha Dehe Wintun Nation,15600,0,15600
"Lujan, Ben Ray",(D),Puyallup Tribe of Indians,15500,0,15500
"Lujan, Ben Ray",(D),Walt Disney Co,15216,0,15216
"Lujan, Ben Ray",(D),International Brotherhood of Electrical Workers,15198,15000,198
"Lujan, Ben Ray",(D),United Food & Commercial Workers Union,15120,15000,120
"Lujan, Ben Ray",(D),American Assn for Justice,15000,15000,0
"Lujan, Ben Ray",(D),Carpenters & Joiners Union,15000,15000,0
"Lujan, Ben Ray",(D),International Assn of Fire Fighters,15000,15000,0
"Lujan, Ben Ray",(D),Mortgage Bankers Assn,15000,15000,0
"Lujan, Ben Ray",(D),National Active & Retired Federal Employees Assn,15000,15000,0
"Lujan, Ben Ray",(D),National Assn of Home Builders,15000,15000,0
"Lujan, Ben Ray",(D),National Auto Dealers Assn,15000,15000,0
"Lujan, Ben Ray",(D),National Multifamily Housing Council,15000,15000,0
"Lujan, Ben Ray",(D),Tunica-Biloxi Tribe of Louisiana,14700,0,14700
"Lujan, Ben Ray",(D),Council for a Livable World,14386,0,14386
"Lujan, Ben Ray",(D),Bueno Foods,14025,0,14025
"Lujan, Ben Ray",(D),Microsoft Corp,14015,5000,9015
"Lujan, Ben Ray",(D),National Indian Gaming Assn,13667,4500,9167
"Lujan, Ben Ray",(D),McT Industries,13475,0,13475
"Lujan, Ben Ray",(D),Poarch Band of Creek Indians,12800,0,12800
"Lujan, Ben Ray",(D),Intel Corp,12657,0,12657
"Lujan, Ben Ray",(D),American Dental Assn,12500,12500,0
"Lujan, Ben Ray",(D),Honeywell International,12289,5000,7289
"Lujan, Ben Ray",(D),Forbes Tate Partners,12200,0,12200
"Lujan, Ben Ray",(D),Facebook Inc,12127,0,12127
"Lujan, Ben Ray",(D),League of Conservation Voters,12118,8618,3500
"Lujan, Ben Ray",(D),American Federation of Teachers,12000,12000,0
"Lujan, Ben Ray",(D),Costco Wholesale,11552,0,11552
"Lujan, Ben Ray",(D),Patagonia Inc,11451,0,11451
"Lujan, Ben Ray",(D),Amblin Partners,11200,0,11200
"Lujan, Ben Ray",(D),Animas Foundation,11200,0,11200
"Lujan, Ben Ray",(D),Attorney & Counselor At Law,11200,0,11200
"Lujan, Ben Ray",(D),Bad Robot Productions,11200,0,11200
"Lujan, Ben Ray",(D),Cordoba Corp,11200,0,11200
"Lujan, Ben Ray",(D),DISH Network,11200,0,11200
"Lujan, Ben Ray",(D),Lone Pine Capital,11200,0,11200
"Lujan, Ben Ray",(D),Munoz & Co,11200,0,11200
"Lujan, Ben Ray",(D),Price Group,11200,0,11200
"Lujan, Ben Ray",(D),National Beer Wholesalers Assn,11000,11000,0
"Lujan, Ben Ray",(D),KPMG LLP,10917,7500,3417
"Lujan, Ben Ray",(D),Alsop Louie Partners,10890,0,10890
"Lujan, Ben Ray",(D),Mirram Group,10800,0,10800
"Lujan, Ben Ray",(D),Five & Dime General Stores,10725,0,10725
"Lujan, Ben Ray",(D),Chickasaw Nation,10610,0,10610
"Lujan, Ben Ray",(D),Choctaw Nation of Oklahoma,10600,0,10600
"Lujan, Ben Ray",(D),Loma Verde Properties,10600,0,10600
"Lujan, Ben Ray",(D),Snoqualmie Indian Tribe,10600,0,10600
"Lujan, Ben Ray",(D),"Brownstein, Hyatt et al",10580,0,10580
"Lujan, Ben Ray",(D),Teamsters Union,10568,10000,568
"Lujan, Ben Ray",(D),Cornerstone Government Affairs,10400,0,10400
"Lujan, Ben Ray",(D),Latino Victory Fund,10300,10000,300
"Lujan, Ben Ray",(D),Service Employees International Union,10260,5000,5260
"Lujan, Ben Ray",(D),Brender Law Firm,10200,0,10200
"Lujan, Ben Ray",(D),Pfizer Inc,10158,10000,158
"Lujan, Ben Ray",(D),Transport Workers Union,10050,10000,50
"Lujan, Ben Ray",(D),American Federation of State/Cnty/Munic Employees,10040,10000,40
"Lujan, Ben Ray",(D),American Medical Assn,10020,10000,20
"Lujan, Ben Ray",(D),A New Direction PAC,10000,10000,0
"Lujan, Ben Ray",(D),All for Our Country,10000,10000,0
"Lujan, Ben Ray",(D),America Works,10000,10000,0
"Lujan, Ben Ray",(D),America's Communication Assn,10000,10000,0
"Lujan, Ben Ray",(D),American Crystal Sugar,10000,10000,0
"Lujan, Ben Ray",(D),American Health Care Assn,10000,10000,0
"Lujan, Ben Ray",(D),American Physical Therapy Assn,10000,10000,0
"Lujan, Ben Ray",(D),AmeriPAC: The Fund for a Greater America,10000,10000,0
"Lujan, Ben Ray",(D),Common Ground PAC,10000,10000,0
"Lujan, Ben Ray",(D),Common Sense Colorado,10000,10000,0
"Lujan, Ben Ray",(D),Congressional Black Caucus PAC,10000,10000,0
"Lujan, Ben Ray",(D),Council of Insurance Agents & Brokers,10000,10000,0
"Lujan, Ben Ray",(D),Credit Union National Assn,10000,10000,0
"Lujan, Ben Ray",(D),Forward Together PAC,10000,10000,0
"Lummis, Cynthia",(R),Senate Conservatives Fund,146748,0,146748
"Lummis, Cynthia",(R),Club for Growth,139288,0,139288
"Lummis, Cynthia",(R),Multicoin Capital,35600,0,35600
"Lummis, Cynthia",(R),Sinclair Companies,28400,0,28400
"Lummis, Cynthia",(R),National Assn of Convenience Stores,25000,25000,0
